"Skjemanavn";"Navn i Rapporteket";"Ledetekst";"Obligatorisk";"Type";"Listeverdier";"Listetekst";"Normalintervall start numerisk";"Normalintervall slutt numerisk";"Maksintervall start numerisk";"Maksintervall slutt numerisk";"Normalintervall start dato";"Normalintervall slutt dato";"Maksintervall start dato";"Maksintervall slutt dato";"Antall tegn";"Lovlige tegn";"Desimaler";"Aktiveringsspørsmål";"Underspørsmål";"Innført dato";"Utfaset dato";"Tabell";"Fysisk feltnavn";"Kommentar";"Variabel ID";"Hjelpetekst"
"B1.1";"utrbredte3ba";"3b i a. Utbredte";"Nei";"Listevariabel";"M79.7";"Fibromyalgi";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_WIDE";;"EMP11_PRIM_WIDE";"M79.7 forutsetter bruk av ACR kriteriene (1990 eller 2010) R52.9 brukes synonymt med CWP definert i ACR kriteriene 1990"
"B1.1";"utrbredte3ba";"3b i a. Utbredte";"Nei";"Listevariabel";"R52.9";"Generalisert smerte INA";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_WIDE";;"EMP11_PRIM_WIDE";"M79.7 forutsetter bruk av ACR kriteriene (1990 eller 2010) R52.9 brukes synonymt med CWP definert i ACR kriteriene 1990"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.51";"Leddsmerte; skulderledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.52";"Leddsmerte; albueledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.53";"Leddsmerte; håndledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.54";"Leddsmerte; håndrot/fingerledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.55";"Smerte i hofteledd eller sarkoidalledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.56";"Leddsmerte; kneledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M25.57";"Leddsmerte; ankelledd/fotrotsledd/tåledd";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.61";"Smerte i ekstremitet; skulderregion (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.62";"Smerte i ekstremitet; overarm (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.63";"Smerte i ekstremitet; underarm (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.64";"Smerte i ekstremitet; hånd (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.65";"Smerte i ekstremitet; bekken/lår (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.66";"Smerte i ekstremitet; legg (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M79.67";"Smerte i ekstremitet; fot/tå (bløtvev)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M53.1";"Cervicobrakialt syndrom ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M54.2";"Nakkesmerte";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M54.6";"Ryggsmerte i torakaldelene ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M54.5";"Lumbago";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"M89.0";"Sympatisk refleksdystrofi (CRPS type 1) ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"lokalisert3bb";"3b i b. Lokalisert";"Nei";"Listevariabel";"R07.3";"Smerte i fremre brystvegg INA (ekskl. brystsmerte R 07.4)";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"LOCAL_PRIM";;"EMP11_LOCAL_PRIM";"M53.1 brukes ikke for lidelser i cervikalskive M50 eller toraksapertursyndrom G54.0 M54.2 ekskluderer smerte som skyldes lidelse i cervikalskive M50 og smerte i svelg R07.0 M54.6 ekskluderer smerte som skyldes lidelse i mellomvirvelskive M51 M54.5 ekskluderer lumbago med isjalgi M54.4 og smerte som skyldes forskyvning av mellomvirvelskive M51.2"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R07.0";"Smerte i svelg";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R07.4";"Uspesifsert brystsmerte";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R10.1";"Smerte lokalisert til øvre abdomen";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R10.2";"Smerte i bekken og perineum";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R10.3";"Smerte lokalisert til andre deler av nedre abdomen";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"R10.4";"Annen og uspesifisert smerte i buk og bekken";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"visceral3bc";"3b i c. Visceral";"Nei";"Listevariabel";"K58";"Irritabel tarmsyndrom";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"PRIM_VISCERAL";;"EMP11_PRIM_VISCERAL";"R07.4 er her knyttet til viscerale organer, ekskl R07.3 Smerte i fremre brystvegg INA R10.2 er her knyttet til viscerale organer, ekskl. M79.65 Smerte i bekken"
"B1.1";"Kreftsmertediag";"3 b i d. Kreftsmertediagnose (ICD-10)";"Nei";"Tekstvariabel";"";"";"";"";"";"";"";"";"";"";200;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;? "" [] ()";;"Nei";"Nei";"01.01.1980";"";"emp11";"CANCERCODE";;"EMP11_CANCERCODE";"Skriv en gyldig ICD-10 kode. Systemet hjelper deg etter at du har skrevet inn tre tegn. For kun søking i C-kapitlet skriv C -mellomrom- også det du vil søke etter."
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"G54.6";"Fantomlemsyndrom med smerte ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"M89.0";"Sympatisk refleksdystrofi (CRPS type 1) ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"G56.4";"Kausalgi (CRPS type 2) ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"M96";"Lidelse i muskel-skjelettsystemet etter kir. og med. prosedyrer, IKAS";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"M96.0";"Pseudartrose etter fusjon eller artrodese ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"M96.1";"Postlaminektomisyndrom, ikke klassifisert annet sted ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"T90";"Følgetilstander etter hodeskader";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"S13.4";"Forstuing og forstrekking i cervikalkolumna  ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"T91.9";"Følgetilstander etter skader på hals og trunkus ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"T92.9";"Følgetilstander etter skader på overekstremitet ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"postkirtraum";"3b i e. Postkir./-traumatisk";"Nei";"Listevariabel";"T93.9";"Følgetilstander etter skader på underekstremitet";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"POSTSURG_POSTTRAUMA";;"EMP11_POSTSURG_POSTTRAUMA";"S13.4 inkluderer nakkeslengskade INA T91.9 Følgetilstander etter skade som kan klassifiseres under S19.9, S29.9, S39.9 og T09.9 T92.9 Følgetilstander etter skade som kan klassifiseres under S49.9, S59.9, S69.9 og T11.9 T93.9 Følgetilstander etter skade som kan klassifiseres under S79.9, S89.9, S99.9 og T13.9"
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G53.0";"Nevralgi etter herpes zoster ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G58.0";"Interkostal nevropati ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
"B1.1";"perifer3bf";"3b i f. Perifer";"Nei";"Listevariabel";"G59.0";"Diabetisk mononevropati ";"";"";"";"";"";"";"";"";;;;"Nei";"Ja";"01.01.1980";"";"emp11";"NEURO_PERIPHERAL";;"EMP11_NEURO_PERIPHERAL";"G53.0 (bidiagnose til B02.2†) Postherpetisk: geniculoganglionitt, trigeminusnevralgi G59.0, G63.2 (bidiagnoser til E10 -E14†) M79.2 (ekskl. isjialgi (M54.3-M54.4), mononevropatier (G56-G58), radikulitt G35 Brukes kun når denne forklarer smertene. T11.3 Ekskl: brudd i overekstremitet, uspesifisert del (T10), knusningsskade i overekstremitet INA(T04.2), skader som omfatter flere kroppsregioner (T00-T06) T13.3 Ekskl: brudd i underekstremitet, uspesifisert del (T12), knusningsskade i underekstremitet INA(T04.3), skader som omfatter flere kroppsregioner (T00-T06)."
